number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
11		2020-05-26 05:16:36.139786	2020-05-26 05:16:51.669415	256	48	0.00311333014209865	8192														The current model can't be evaluated on this hardware with these parameters, as evaluation batch_size=1 is too big and slicing is not implemented for this model yet.									11	Setting status of trial#11 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
12	0.4766974688629972	2020-05-26 05:16:51.692504	2020-05-26 07:06:51.311608	64	43	0.0029164399424618966	1024	0.0376280748839439	0.17245881880273203	0.4766974688629972	0.31568903173965446	0.3842908798714343	2138.4646946564885	0.2733060905390483	0.17245881880273203	0.4766974688629972	0.31568903173965446	0.3842908798714343	2138.4645439935716	0.2733060905393577		2772437791.0	360.0	0.17245881880273203	0.4766974688629972	0.31568903173965446	0.3842908798714343	2138.4648453194054	0.2733060905387389	12		COMPLETE
13	0.0004017677782241864	2020-05-26 07:06:51.339265	2020-05-26 07:36:27.798972	128	17	0.09928277292021961	4096	0.9094456629644225	0.0	0.0004017677782241864	0.0001004419445560466	0.0002008838891120932	55098.51642225793	0.00019622856574805475	0.0	0.0004017677782241864	0.0001004419445560466	0.0002008838891120932	55098.50662916834	0.00019622857975362223		2391668865.0	60.0	0.0	0.0004017677782241864	0.0001004419445560466	0.0002008838891120932	55098.52621534753	0.0001962285517438726	13		COMPLETE
14		2020-05-26 07:36:27.835275	2020-05-26 07:36:42.642122	256	3	0.0035887901985711236	4096														The current model can't be evaluated on this hardware with these parameters, as evaluation batch_size=1 is too big and slicing is not implemented for this model yet.									14	Setting status of trial#14 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
15		2020-05-26 07:36:42.655559	2020-05-26 07:36:57.497195	256	18	0.03142298970653618	2048														The current model can't be evaluated on this hardware with these parameters, as evaluation batch_size=1 is too big and slicing is not implemented for this model yet.									15	Setting status of trial#15 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
16		2020-05-26 07:36:57.528218	2020-05-26 07:37:12.696880	256	27	0.016669000523708448	8192														The current model can't be evaluated on this hardware with these parameters, as evaluation batch_size=1 is too big and slicing is not implemented for this model yet.									16	Setting status of trial#16 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
17	0.5332462836480514	2020-05-26 07:37:12.710227	2020-05-26 10:57:02.899862	128	49	0.0020597506982639536	2048	0.040267145938446235	0.2670751305745279	0.5332462836480514	0.40206910405785456	0.46173161912414623	2285.780685014062	0.3573497572993462	0.2670751305745279	0.5332462836480514	0.40206910405785456	0.46173161912414623	2285.780333467256	0.3573497573010412		255284785.0	380.0	0.2670751305745279	0.5332462836480514	0.40206910405785456	0.46173161912414623	2285.781036560868	0.3573497572976515	17		COMPLETE
18	0.5008035355564484	2020-05-26 10:57:02.938861	2020-05-26 13:52:38.335753	128	23	0.0012540903936732448	1024	0.046488111726222324	0.22760144636400162	0.5008035355564484	0.3649055845721173	0.4273804740859783	2700.788971474488	0.3206376350068518	0.22760144636400162	0.5008035355564484	0.3649055845721173	0.4273804740859783	2700.788469264765	0.3206376350138769		3139697774.0	300.0	0.22760144636400162	0.5008035355564484	0.3649055845721173	0.4273804740859783	2700.7894736842104	0.3206376349998282	18		COMPLETE
19	0.47187625552430695	2020-05-26 13:52:38.385608	2020-05-26 15:34:30.019358	64	15	0.004619192001023339	4096	0.04107224524941433	0.1661309762957011	0.47187625552430695	0.30895942145439936	0.37725994375251104	2312.8763057452793	0.2669301488295523	0.1661309762957011	0.47187625552430695	0.30895942145439936	0.37725994375251104	2312.875753314584	0.26693014883597677		886054661.0	640.0	0.1661309762957011	0.47187625552430695	0.30895942145439936	0.37725994375251104	2312.876858175974	0.26693014882312904	19		COMPLETE
20	0.0004017677782241864	2020-05-26 15:34:30.045605	2020-05-26 15:43:54.906370	64	33	0.0881917860107427	4096	0.20756496223536866	0.0	0.0004017677782241864	0.0	0.0001004419445560466	12429.659953796705	0.00038400523430033617	0.9626355966251506	0.9627360385697067	0.9626355966251506	0.9626355966251506	1409.5569505825633	0.9626665080792483		2057131598.0	60.0	0.0	0.0002008838891120932	0.0	0.0	23449.762957010847	0.00021080901314229436	20		COMPLETE
21	0.4528927280032141	2020-05-26 15:43:54.932884	2020-05-26 17:40:59.928014	64	22	0.0024817041823741418	8192	0.044878747980361476	0.14805142627561269	0.4528927280032141	0.28877059059863397	0.3608879067898755	2518.993621936521	0.24833981432512994	0.14805142627561269	0.4528927280032141	0.28877059059863397	0.3608879067898755	2518.9935717155486	0.24833981432896388		1455234726.0	820.0	0.14805142627561269	0.4528927280032141	0.28877059059863397	0.3608879067898755	2518.993672157493	0.24833981432129704	21		COMPLETE
