number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
10	0.0	2020-05-24 23:50:58.976448	2020-05-25 00:13:30.423608	64	35	0.0848335805502582	8192	0.21172888849234137	0.0	0.0	0.0	0.0	12846.367667738048	0.00034420318910643186	0.9942748091603053	0.9942748091603053	0.9942748091603053	0.9942748091603053	247.87786259541986	0.9942754135215349		3131620061.0	80.0	0.0	0.0	0.0	0.0	25444.857472880674	0.0001731757982698075	10		COMPLETE
11		2020-05-25 00:13:30.449672	2020-05-25 00:13:52.156631	256	2	0.007195836798287633	2048														The current model can't be evaluated on this hardware with these parameters, as evaluation batch_size=1 is too big and slicing is not implemented for this model yet.									11	Setting status of trial#11 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
12		2020-05-25 00:13:52.186931	2020-05-25 00:14:13.996528	256	39	0.029671168570669107	4096														The current model can't be evaluated on this hardware with these parameters, as evaluation batch_size=1 is too big and slicing is not implemented for this model yet.									12	Setting status of trial#12 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
13		2020-05-25 00:14:14.025077	2020-05-25 00:14:35.523746	256	11	0.008030895517618802	2048														The current model can't be evaluated on this hardware with these parameters, as evaluation batch_size=1 is too big and slicing is not implemented for this model yet.									13	Setting status of trial#13 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
14	0.5064282844515869	2020-05-25 00:14:35.536907	2020-05-25 01:33:24.415035	64	36	0.01880437705981929	4096	0.02529001421305954	0.20399758939333065	0.5064282844515869	0.35124548011249496	0.4157292085174769	1391.2707412615507	0.3050968220677864	0.20399758939333065	0.5064282844515869	0.35124548011249496	0.4157292085174769	1391.2703897147449	0.3050968220727853		1399488599.0	230.0	0.20399758939333065	0.5064282844515869	0.35124548011249496	0.4157292085174769	1391.2710928083568	0.3050968220627887	14		COMPLETE
15	0.4866412213740458	2020-05-25 01:33:24.441846	2020-05-25 04:57:43.646120	64	28	0.00527282069233928	1024	0.02523718725781879	0.17205705102450783	0.4866412213740458	0.31478505423865005	0.3918240257131378	1358.1367014865407	0.27581847555058253	0.17205705102450783	0.4866412213740458	0.31478505423865005	0.3918240257131378	1358.1365006026517	0.2758184755527095		1489295525.0	340.0	0.17205705102450783	0.4866412213740458	0.31478505423865005	0.3918240257131378	1358.1369023704299	0.2758184755484558	15		COMPLETE
16	0.0014061872237846524	2020-05-25 04:57:43.678880	2020-05-25 05:21:08.316900	64	16	0.08731810405183534	8192	0.30510459326042133	0.0	0.0014061872237846524	0.0	0.0001004419445560466	17970.219716753716	0.0010258601076717484	0.9963840899959823	0.9963840899959823	0.9963840899959823	0.9963840899959823	219.62233828846925	0.9963842317624615		1960256732.0	90.0	0.0	0.0001004419445560466	0.0	0.0	35720.81709521896	0.0005277490568346246	16		COMPLETE
17	0.24879469666532744	2020-05-25 05:21:08.343584	2020-05-25 06:06:27.453007	64	15	0.02264911853757037	8192	0.026599845589345694	0.04188429087987144	0.24879469666532744	0.11088790678987545	0.15829650462032946	1476.9757432703898	0.10890491774685902	0.06980715146645239	0.2524106066693451	0.12766171153073524	0.1704499799116111	1476.8412012856568	0.1283842171729809		2931078533.0	170.0	0.04188429087987144	0.24196464443551627	0.10476094817195661	0.15287263961430295	1477.1102852551226	0.10546383427109018	17		COMPLETE
18	0.418039373242266	2020-05-25 06:06:27.479391	2020-05-25 07:06:04.546225	64	46	0.024548953325134817	4096	0.02351903946442447	0.1337886701486541	0.418039373242266	0.25271193250301327	0.31860184813177983	1303.7602450783447	0.22593906277249465	0.1337886701486541	0.418039373242266	0.25271193250301327	0.31860184813177983	1303.759943752511	0.22593906277692857		1231155639.0	170.0	0.1337886701486541	0.418039373242266	0.25271193250301327	0.31860184813177983	1303.7605464041783	0.22593906276806147	18		COMPLETE
19		2020-05-25 07:06:04.586926	2020-05-25 07:06:26.254194	256	38	0.005278500100344044	4096														The current model can't be evaluated on this hardware with these parameters, as evaluation batch_size=1 is too big and slicing is not implemented for this model yet.									19	Setting status of trial#19 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
20		2020-05-25 07:06:26.267381	2020-05-25 07:06:47.779700	256	45	0.00734488162485897	1024														The current model can't be evaluated on this hardware with these parameters, as evaluation batch_size=1 is too big and slicing is not implemented for this model yet.									20	Setting status of trial#20 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
21		2020-05-25 07:06:47.793079	2020-05-25 07:07:09.222307	256	22	0.04546070393197521	2048														The current model can't be evaluated on this hardware with these parameters, as evaluation batch_size=1 is too big and slicing is not implemented for this model yet.									21	Setting status of trial#21 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
22		2020-05-25 07:07:09.235315	2020-05-25 07:07:30.752109	256	50	0.004917083902875451	1024														The current model can't be evaluated on this hardware with these parameters, as evaluation batch_size=1 is too big and slicing is not implemented for this model yet.									22	Setting status of trial#22 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
23	0.43782643631980717	2020-05-25 07:07:30.797668	2020-05-25 12:52:54.545423	64	25	0.0013046375418026106	1024	0.03166377439364367	0.13087585375652871	0.43782643631980717	0.26697468862997187	0.3414021695460024	1803.8741964644435	0.23243680163826613	0.13087585375652871	0.43782643631980717	0.26697468862997187	0.3414021695460024	1803.8740458015268	0.2324368016384219		1725057519.0	560.0	0.13087585375652871	0.43782643631980717	0.26697468862997187	0.3414021695460024	1803.8743471273604	0.23243680163811034	23		COMPLETE
24	0.5672961028525513	2020-05-25 12:52:54.573026	2020-05-25 18:41:21.831226	128	11	0.005537093522743038	1024	0.025745043600359768	0.26295701084773	0.5672961028525513	0.41713539574126157	0.4873443149859381	1376.500552430695	0.36597647981721304	0.2972077139413419	0.5867818400964243	0.4530936118923262	0.5181799919646445	1375.9101044596223	0.3967175878276584		2473228188.0	300.0	0.26295701084773	0.5576536761751707	0.4144234632382483	0.47991161108879066	1377.0910004017678	0.362692637210227	24		COMPLETE
