best_trial_evaluation	best_trial_number	git_hash	version	dataset	dataset_kwargs.create_inverse_triples	evaluation_kwargs.batch_size	evaluator	evaluator_kwargs.filtered	loss	loss_kwargs.margin	metric	model	model_kwargs.embedding_dim	negative_sampler	negative_sampler_kwargs.num_negs_per_pos	optimizer	optimizer_kwargs.lr	optimizer_kwargs.weight_decay	regularizer	training_kwargs.batch_size	training_kwargs.label_smoothing	training_kwargs.num_epochs	training_kwargs.sub_batch_size	training_loop	loss_kwargs.adversarial_temperature	early_stopping_kwargs.delta	early_stopping_kwargs.frequency	early_stopping_kwargs.patience	early_stopping_kwargs.evaluation_batch_size	model_kwargs.num_slices	model_kwargs.relation_dim	model_kwargs.scoring_fct_norm	model_kwargs.c_max	model_kwargs.c_min	regularizer_kwargs.dim	regularizer_kwargs.normalize	regularizer_kwargs.p	regularizer_kwargs.weight
0.5180755858872006	5	f2933ae2	0.0.1-dev	wn18rr	True	16	rankbased	True	marginranking	4.153068077814199	hits@10	complex	350.0	basic	41.0	adam	0.0019639821751347474	0.0	powersum	256	0.0	800.0	64.0	owa		0.002	50.0	2.0	16.0						0.0	False	2.0	0.0007747845632665721
0.5129957507082153	11	f2933ae2	0.0.1-dev	wn18rr	False	16	rankbased	True	marginranking	6.663748862746132	hits@10	complex	450.0	basic	36.0	adam	0.006521779624571541	0.0	powersum	256	0.0	700.0	64.0	owa		0.002	50.0	2.0	16.0						0.0	False	2.0	0.00033752078720719164
0.0005420518087412986	0	d50cd48b	0.0.1-dev	fb15k237	False	16	rankbased	True	nssa	25.954796318086732	hits@10	complex	350.0	basic	50.0	adadelta	0.09690874477942105	0.0	powersum	256	0.0	1000.0	64.0	owa	0.4267158782410334										0.0	False	2.0	0.0005138520476764643
0.0007988131918292822	0	d50cd48b	0.0.1-dev	fb15k237	True	16	rankbased	True	nssa	18.89390358510077	hits@10	complex	450.0	basic	190.0	adadelta	0.0013538723653468143	0.0	powersum	256	0.0	700.0	64.0	owa	0.24411611161306										0.0	False	2.0	0.002426147490255488
0.000708215297450425	11	f2933ae2	0.0.1-dev	wn18rr	True	16	rankbased	True	nssa	29.26565362346391	hits@10	complex	250.0	basic	150.0	adadelta	0.0011949862016151398	0.0	powersum	256	0.0	1000.0	64.0	owa	0.3125061089020611	0.002	50.0	2.0	16.0						0.0	False	2.0	0.00040343840061407885
0.0009295325779036828	15	f2933ae2	0.0.1-dev	wn18rr	False	16	rankbased	True	nssa	5.511351337785767	hits@10	complex	250.0	basic	10.0	adadelta	0.05489961092426788	0.0	powersum	256	0.0	1000.0	64.0	owa	0.22541120856557037	0.002	50.0	2.0	16.0						0.0	False	2.0	0.00043855465244313914
0.08983795503822892	0	d50cd48b	0.0.1-dev	fb15k237	False	16	rankbased	True	nssa	8.728761421721147	hits@10	complex	350.0	basic	10.0	adam	0.038107543215461566	0.0	powersum	256	0.0	500.0	64.0	owa	0.7912031258794581										0.0	False	2.0	0.009417054585043784
0.0007702841492639507	0	d50cd48b	0.0.1-dev	fb15k237	True	16	rankbased	True	nssa	13.025344744190669	hits@10	complex	150.0	basic	180.0	adam	0.010136488921514713	0.0	powersum	256	0.0	600.0	64.0	owa	0.5636616651786013										0.0	False	2.0	0.013812375901729356
0.00141643059490085	8	f2933ae2	0.0.1-dev	wn18rr	True	16	rankbased	True	nssa	25.918460866753083	hits@10	complex	150.0	basic	190.0	adam	0.0020382609437204512	0.0	powersum	256	0.0	900.0	64.0	owa	0.21334038200098554	0.002	50.0	2.0	16.0						0.0	False	2.0	0.0001182608593654525
0.4634523632026241	6	f2933ae2	0.0.1-dev	wn18rr	False	16	rankbased	True	nssa	16.161659747330525	hits@10	complex	250.0	basic	10.0	adam	0.002372401721857435	0.0	powersum	256	0.0	900.0	64.0	owa	0.3535669236902471	0.002	50.0	2.0	16.0						0.0	False	2.0	0.00028676351513375547
0.002909962341663814	1	d50cd48b	0.0.1-dev	fb15k237	True	16	rankbased	True	softplus		hits@10	complex	350.0	basic	11.0	adadelta	0.017726910152304935	0.0	powersum	256	0.0	700.0	64.0	owa											0.0	False	2.0	0.007109735054868534
0.005563163300239644	3	d50cd48b	0.0.1-dev	fb15k237	False	16	rankbased	True	softplus		hits@10	complex	250.0	basic	1.0	adadelta	0.08159722268271716	0.0	powersum	256	0.0	900.0	64.0	owa											0.0	False	2.0	0.007182350433103997
0.22198448020084446	0	d50cd48b	0.0.1-dev	fb15k237	True	16	rankbased	True	softplus		hits@10	complex	450.0	basic	21.0	adam	0.06743029569440241	0.0	powersum	256	0.0	1000.0	64.0	owa											0.0	False	2.0	0.0007555676165489803
0.04379208033778387	2	d50cd48b	0.0.1-dev	fb15k237	False	16	rankbased	True	softplus		hits@10	complex	250.0	basic	51.0	adam	0.028436088391259357	0.0	powersum	256	0.0	500.0	64.0	owa											0.0	False	2.0	0.0005645752715274845
0.0017046102932785575	8	31cfbd84	0.0.1-dev	fb15k237	True	16	rankbased	True	bceaftersigmoid		hits@10	distmult	350.0	basic	1.0	adadelta	0.03211848420458158	0.0	no	256	0.0	900.0		owa		0.002	50.0	2.0	16.0									
0.0015690973410932329	44	31cfbd84	0.0.1-dev	fb15k237	False	16	rankbased	True	bceaftersigmoid		hits@10	distmult	50.0	basic	1.0	adadelta	0.045125631293915454	0.0	no	256	0.0	500.0		owa		0.002	50.0	2.0	16.0									
0.0010623229461756375	63	1e06faa2	0.0.1-dev	wn18rr	True	16	rankbased	True	bceaftersigmoid		hits@10	distmult	250.0	basic	91.0	adadelta	0.021102064843323276	0.0	lp	256	0.0	700.0		owa		0.002	50.0	2.0								False	2.0	0.0001
0.00141643059490085	12	80fad45a	0.0.1-dev	wn18rr	False	16	rankbased	True	bceaftersigmoid		hits@10	distmult	150.0	basic	11.0	adadelta	0.02742183497902933	0.0	lp	256	0.0	800.0		owa		0.002	50.0	2.0								False	2.0	0.0001
0.020007082152974504	3	d50cd48b	0.0.1-dev	wn18rr	True	1	rankbased	True	bceaftersigmoid		hits@10	distmult	100.0			adam	0.0015713385012934501	0.0	lp	256	0.0028645995478652	600.0		lcwa												False	2.0	0.0001
0.30591692342804977	22	31cfbd84	0.0.1-dev	fb15k237	True	16	rankbased	True	bceaftersigmoid		hits@10	distmult	250.0	basic	1.0	adam	0.0018363834245149217	0.0	no	256	0.0	900.0		owa		0.002	50.0	2.0	16.0									
0.31309573145462083	23	31cfbd84	0.0.1-dev	fb15k237	False	16	rankbased	True	bceaftersigmoid		hits@10	distmult	150.0	basic	11.0	adam	0.0014977066853453153	0.0	no	256	0.0	900.0		owa		0.002	50.0	2.0	16.0									
0.4701031970861999	19	1e06faa2	0.0.1-dev	wn18rr	True	16	rankbased	True	bceaftersigmoid		hits@10	distmult	150.0	basic	21.0	adam	0.0015506267253687478	0.0	lp	256	0.0	1000.0		owa		0.002	50.0	2.0								False	2.0	0.0001
0.4085980709564279	10	8408f784	0.0.1-dev	wn18rr	False	16	rankbased	True	bceaftersigmoid		hits@10	distmult	450.0	basic	61.0	adam	0.0016054515161429083	0.0	lp	256	0.0	1000.0		owa		0.002	50.0	2.0								False	2.0	0.0001
0.10436874738483777	58	31cfbd84	0.0.1-dev	fb15k237	False	16	rankbased	True	marginranking	8.815401966339902	hits@10	distmult	50.0	basic	26.0	adadelta	0.0893180426164091	0.0	no	256	0.0	1000.0		owa		0.002	50.0	2.0	16.0									
0.106450248706124	24	31cfbd84	0.0.1-dev	fb15k237	True	16	rankbased	True	marginranking	1.068758471370931	hits@10	distmult	50.0	basic	26.0	adadelta	0.06969992764579677	0.0	no	256	0.0	800.0		owa		0.002	50.0	2.0	16.0									
0.0012393767705382436	81	8408f784	0.0.1-dev	wn18rr	False	32	rankbased	True	marginranking	8.212169168389131	hits@10	distmult	150.0	basic	31.0	adadelta	0.005600790983328816	0.0	lp	256	0.0	700.0		owa		0.002	50.0	2.0								False	2.0	0.0001
0.0008410056657223796	14	8408f784	0.0.1-dev	wn18rr	True	32	rankbased	True	marginranking	1.2615603608476138	hits@10	distmult	450.0	basic	41.0	adadelta	0.005682905870440259	0.0	lp	256	0.0	600.0		owa		0.002	50.0	2.0								False	2.0	0.0001
0.37892274335273307	18	31cfbd84	0.0.1-dev	fb15k237	False	16	rankbased	True	marginranking	6.558970732095915	hits@10	distmult	450.0	basic	31.0	adam	0.0010985367235812659	0.0	no	256	0.0	500.0		owa		0.002	50.0	2.0	16.0									
0.36884343261440145	33	31cfbd84	0.0.1-dev	fb15k237	True	16	rankbased	True	marginranking	9.709320022699194	hits@10	distmult	450.0	basic	21.0	adam	0.0011679108745978096	0.0	no	256	0.0	500.0		owa		0.002	50.0	2.0	16.0									
0.5094428706326724	53	8408f784	0.0.1-dev	wn18rr	False	32	rankbased	True	marginranking	5.376084920458635	hits@10	distmult	450.0	basic	21.0	adam	0.0011360213033953684	0.0	lp	256	0.0	900.0		owa		0.002	50.0	2.0								False	2.0	0.0001
0.5093293745914143	14	8408f784	0.0.1-dev	wn18rr	True	32	rankbased	True	marginranking	9.650769112147305	hits@10	distmult	450.0	basic	26.0	adam	0.0012966461402839084	0.0	lp	256	0.0	600.0		owa		0.002	50.0	2.0								False	2.0	0.0001
0.001390790825059911	31	31cfbd84	0.0.1-dev	fb15k237	False	16	rankbased	True	nssa	2.5147371990965937	hits@10	distmult	450.0	basic	80.0	adadelta	0.024081870827360633	0.0	no	256	0.0	500.0		owa	0.4549763659405489	0.002	50.0	2.0	16.0									
0.0009985164897866028	16	31cfbd84	0.0.1-dev	fb15k237	True	16	rankbased	True	nssa	28.35327105173146	hits@10	distmult	250.0	basic	110.0	adadelta	0.0064599257127569585	0.0	no	256	0.0	500.0		owa	0.4152872633142787	0.002	50.0	2.0	16.0									
0.0019475920679886685	27	8408f784	0.0.1-dev	wn18rr	False	32	rankbased	True	nssa	22.52829377581511	hits@10	distmult	150.0	basic	70.0	adadelta	0.07813394680783342	0.0	lp	256	0.0	500.0		owa	0.9758819014917149	0.002	50.0	2.0								False	2.0	0.0001
0.0010623229461756375	20	8408f784	0.0.1-dev	wn18rr	True	32	rankbased	True	nssa	26.217807282574096	hits@10	distmult	250.0	basic	160.0	adadelta	0.0023429435024241263	0.0	lp	256	0.0	700.0		owa	0.621182266733878	0.002	50.0	2.0								False	2.0	0.0001
0.3260698390961999	6	31cfbd84	0.0.1-dev	fb15k237	False	16	rankbased	True	nssa	1.383642902317842	hits@10	distmult	250.0	basic	70.0	adam	0.001044029719766665	0.0	no	256	0.0	700.0		owa	0.6317951696287658	0.002	50.0	2.0	16.0									
0.2741277893622981	2	31cfbd84	0.0.1-dev	fb15k237	True	16	rankbased	True	nssa	1.1261657818773174	hits@10	distmult	50.0	basic	40.0	adam	0.003342196826429285	0.0	no	256	0.0	500.0		owa	0.2830942172640739	0.002	50.0	2.0	16.0									
0.39996458923512745	5	8408f784	0.0.1-dev	wn18rr	False	32	rankbased	True	nssa	2.7946573312736023	hits@10	distmult	150.0	basic	60.0	adam	0.00259541388796992	0.0	lp	256	0.0	900.0		owa	0.6897260291269895	0.002	50.0	2.0								False	2.0	0.0001
0.38838526912181304	27	8408f784	0.0.1-dev	wn18rr	True	32	rankbased	True	nssa	5.225131605342954	hits@10	distmult	50.0	basic	40.0	adam	0.0017911908418903582	0.0	lp	256	0.0	700.0		owa	0.869361293827337	0.002	50.0	2.0								False	2.0	0.0001
0.0012624101335159193	25	31cfbd84	0.0.1-dev	fb15k237	True	16	rankbased	True	softplus		hits@10	distmult	250.0	basic	1.0	adadelta	0.023747521430393246	0.0	no	256	0.0	800.0		owa		0.002	50.0	2.0	16.0									
0.0017188748145612234	49	31cfbd84	0.0.1-dev	fb15k237	False	16	rankbased	True	softplus		hits@10	distmult	450.0	basic	51.0	adadelta	0.01965375603246603	0.0	no	256	0.0	700.0		owa		0.002	50.0	2.0	16.0									
0.0010623229461756375	55	f9af833e	0.0.1-dev	wn18rr	False	16	rankbased	True	softplus		hits@10	distmult	250.0	basic	71.0	adadelta	0.09582185938896395	0.0	lp	256	0.0	1000.0		owa		0.002	50.0	2.0								False	2.0	0.0001
0.0008852691218130312	67	8408f784	0.0.1-dev	wn18rr	True	16	rankbased	True	softplus		hits@10	distmult	50.0	basic	31.0	adadelta	0.03606424654081774	0.0	lp	256	0.0	800.0		owa		0.002	50.0	2.0								False	2.0	0.0001
0.296924268905746	5	31cfbd84	0.0.1-dev	fb15k237	True	16	rankbased	True	softplus		hits@10	distmult	450.0	basic	81.0	adam	0.0018035939525076537	0.0	no	256	0.0	900.0		owa		0.002	50.0	2.0	16.0									
0.338297386739701	21	31cfbd84	0.0.1-dev	fb15k237	False	16	rankbased	True	softplus		hits@10	distmult	350.0	basic	1.0	adam	0.0012819166900519634	0.0	no	256	0.0	1000.0		owa		0.002	50.0	2.0	16.0									
0.4571175637393768	4	f9af833e	0.0.1-dev	wn18rr	False	16	rankbased	True	softplus		hits@10	distmult	150.0	basic	1.0	adam	0.0018270915439858963	0.0	lp	256	0.0	700.0		owa		0.002	50.0	2.0								False	2.0	0.0001
0.42326824497504384	26	8408f784	0.0.1-dev	wn18rr	True	16	rankbased	True	softplus		hits@10	distmult	50.0	basic	71.0	adam	0.001289701955786879	0.0	lp	256	0.0	1000.0		owa		0.002	50.0	2.0								False	2.0	0.0001
0.08416067556772795	3	d50cd48b	0.0.1-dev	fb15k237	False	1	rankbased	True	bceaftersigmoid		hits@10	ermlp	100.0	basic	91.0	adadelta	0.010445359432541197	0.0	no	256	0.0	1900.0	64.0	owa														
0.10992240100422229	1	d50cd48b	0.0.1-dev	fb15k237	True	1	rankbased	True	bceaftersigmoid		hits@10	ermlp	150.0	basic	1.0	adadelta	0.059417751461425396	0.0	no	256	0.0	1400.0	64.0	owa														
0.008447996762444355	39	80fad45a	0.0.1-dev	wn18rr	False	1	rankbased	True	bceaftersigmoid		hits@10	ermlp	200.0	basic	51.0	adadelta	0.07397140359241486	0.0	no	256	0.0	1200.0	64.0	owa		0.002	50.0	2.0										
0.006403446647780925	6	80fad45a	0.0.1-dev	wn18rr	True	1	rankbased	True	bceaftersigmoid		hits@10	ermlp	200.0	basic	11.0	adadelta	0.02476198454886162	0.0	no	256	0.0	1900.0	64.0	owa		0.002	50.0	2.0										
0.19037430103845715	1	d50cd48b	0.0.1-dev	fb15k237	False	1	rankbased	True	bceaftersigmoid		hits@10	ermlp	200.0	basic	31.0	adam	0.007816228289639026	0.0	no	256	0.0	1900.0	64.0	owa														
0.3504792879150976	0	d50cd48b	0.0.1-dev	fb15k237	True	1	rankbased	True	bceaftersigmoid		hits@10	ermlp	200.0	basic	21.0	adam	0.0010846495178811158	0.0	no	256	0.0	800.0	64.0	owa														
0.15294171650403945	0	80fad45a	0.0.1-dev	wn18rr	False	1	rankbased	True	bceaftersigmoid		hits@10	ermlp	150.0	basic	71.0	adam	0.0020958197556203944	0.0	no	256	0.0	1500.0	64.0	owa		0.002	50.0	2.0										
0.4540368271954674	2	80fad45a	0.0.1-dev	wn18rr	True	1	rankbased	True	bceaftersigmoid		hits@10	ermlp	100.0	basic	21.0	adam	0.0025022770229027923	0.0	no	256	0.0	1500.0	64.0	owa		0.002	50.0	2.0										
0.26979915554034006	1	d50cd48b	0.0.1-dev	fb15k237	True	1	rankbased	True	marginranking	3.434494985074045	hits@10	ermlp	50.0	basic	11.0	adadelta	0.07882940883733365	0.0	no	256	0.0	1300.0	64.0	owa														
0.24911559968047473	2	d50cd48b	0.0.1-dev	fb15k237	False	1	rankbased	True	marginranking	5.702586557614416	hits@10	ermlp	50.0	basic	16.0	adadelta	0.09172233499896028	0.0	no	256	0.0	1100.0	64.0	owa														
0.015527620396600567	11	80fad45a	0.0.1-dev	wn18rr	True	1	rankbased	True	marginranking	8.654049843705737	hits@10	ermlp	200.0	basic	21.0	adadelta	0.0025596258116238465	0.0	no	256	0.0	1000.0	64.0	owa		0.002	50.0	2.0										
0.01746193342776204	2	80fad45a	0.0.1-dev	wn18rr	False	1	rankbased	True	marginranking	6.7202508743825735	hits@10	ermlp	200.0	basic	21.0	adadelta	0.006040116724084374	0.0	no	256	0.0	1500.0	64.0	owa		0.002	50.0	2.0										
0.28680246490927763	0	d50cd48b	0.0.1-dev	fb15k237	True	1	rankbased	True	marginranking	2.7317245520736964	hits@10	ermlp	150.0	basic	36.0	adam	0.04767335383517772	0.0	no	256	0.0	2000.0	64.0	owa														
0.306801323747575	3	d50cd48b	0.0.1-dev	fb15k237	False	1	rankbased	True	marginranking	9.484653477456389	hits@10	ermlp	100.0	basic	1.0	adam	0.009451207408679259	0.0	no	256	0.0	1800.0	64.0	owa														
0.375	3	80fad45a	0.0.1-dev	wn18rr	True	1	rankbased	True	marginranking	2.5973398837249153	hits@10	ermlp	50.0	basic	41.0	adam	0.0043527575098199316	0.0	no	256	0.0	1100.0	64.0	owa		0.002	50.0	2.0										
0.24243727235936868	3	80fad45a	0.0.1-dev	wn18rr	False	1	rankbased	True	marginranking	1.3074997818963074	hits@10	ermlp	50.0	basic	46.0	adam	0.018358314309119047	0.0	no	256	0.0	1800.0	64.0	owa		0.002	50.0	2.0										
0.08481684354673057	0	d50cd48b	0.0.1-dev	fb15k237	True	1	rankbased	True	nssa	24.007153340520453	hits@10	ermlp	150.0	basic	70.0	adadelta	0.025104356476228974	0.0	no	256	0.0	1900.0	64.0	owa	0.3428014380690077													
0.0801380805660162	1	d50cd48b	0.0.1-dev	fb15k237	False	1	rankbased	True	nssa	17.836182615560922	hits@10	ermlp	200.0	basic	70.0	adadelta	0.028044323578035803	0.0	no	256	0.0	1800.0	64.0	owa	0.43262532115836166													
0.005636213408876298	34	80fad45a	0.0.1-dev	wn18rr	True	1	rankbased	True	nssa	20.800294000495818	hits@10	ermlp	200.0	basic	50.0	adadelta	0.00809217625892033	0.0	no	256	0.0	1800.0	64.0	owa	0.9059907891654854	0.002	50.0	2.0										
0.005636213408876298	8	80fad45a	0.0.1-dev	wn18rr	False	1	rankbased	True	nssa	28.19334270654431	hits@10	ermlp	150.0	basic	40.0	adadelta	0.01054502819501524	0.0	no	256	0.0	1700.0	64.0	owa	0.43517003709485036	0.002	50.0	2.0										
0.009728403514778045	1	d50cd48b	0.0.1-dev	fb15k237	True	1	rankbased	True	nssa	27.58438633807317	hits@10	ermlp	150.0	basic	60.0	adam	0.06264337078307285	0.0	no	256	0.0	1900.0	64.0	owa	0.5400529474518535													
0.2293735022252653	1	d50cd48b	0.0.1-dev	fb15k237	False	1	rankbased	True	nssa	21.20051471093619	hits@10	ermlp	50.0	basic	90.0	adam	0.009433795791379021	0.0	no	256	0.0	1600.0	64.0	owa	0.5501742032279588													
0.4219496155402671	2	80fad45a	0.0.1-dev	wn18rr	True	1	rankbased	True	nssa	9.52576858016142	hits@10	ermlp	100.0	basic	50.0	adam	0.0011609154821215228	0.0	no	256	0.0	1800.0	64.0	owa	0.7950425988055484	0.002	50.0	2.0										
0.14404066336166194	3	80fad45a	0.0.1-dev	wn18rr	False	1	rankbased	True	nssa	10.853026080182756	hits@10	ermlp	150.0	basic	10.0	adam	0.005043483306281557	0.0	no	256	0.0	1400.0	64.0	owa	0.40089595335620487	0.002	50.0	2.0										
0.08356156567385599	1	d50cd48b	0.0.1-dev	fb15k237	False	1	rankbased	True	softplus		hits@10	ermlp	200.0	basic	31.0	adadelta	0.047803995422974505	0.0	no	256	0.0	2000.0	64.0	owa														
0.08307657195024536	0	d50cd48b	0.0.1-dev	fb15k237	True	1	rankbased	True	softplus		hits@10	ermlp	200.0	basic	51.0	adadelta	0.009726756843092852	0.0	no	256	0.0	1100.0	64.0	owa														
0.007891541885876164	31	80fad45a	0.0.1-dev	wn18rr	True	1	rankbased	True	softplus		hits@10	ermlp	200.0	basic	61.0	adadelta	0.07359750124548663	0.0	no	256	0.0	1100.0	64.0	owa		0.002	50.0	2.0										
0.0073350870093079725	40	1d290076	0.0.1-dev	wn18rr	False	1	rankbased	True	softplus		hits@10	ermlp	150.0	basic	41.0	adadelta	0.06543007893838276	0.0	no	256	0.0	1100.0	64.0	owa		0.002	50.0	2.0										
0.34286203355015404	2	d50cd48b	0.0.1-dev	fb15k237	False	1	rankbased	True	softplus		hits@10	ermlp	200.0	basic	21.0	adam	0.0016601399980821039	0.0	no	256	0.0	1700.0	64.0	owa														
0.3549583475978546	0	d50cd48b	0.0.1-dev	fb15k237	True	1	rankbased	True	softplus		hits@10	ermlp	100.0	basic	11.0	adam	0.0022037081091382245	0.0	no	256	0.0	500.0	64.0	owa														
0.4487134088762984	5	80fad45a	0.0.1-dev	wn18rr	True	1	rankbased	True	softplus		hits@10	ermlp	200.0	basic	61.0	adam	0.0015763179289666838	0.0	no	256	0.0	1700.0	64.0	owa		0.002	50.0	2.0										
0.18631964117091596	12	80fad45a	0.0.1-dev	wn18rr	False	1	rankbased	True	softplus		hits@10	ermlp	50.0	basic	41.0	adam	0.015453931667986472	0.0	no	256	0.0	1300.0	64.0	owa		0.002	50.0	2.0										
0.08210658450302408	2	d50cd48b	0.0.1-dev	fb15k237	False	16	rankbased	True	bceaftersigmoid		hits@10	hole	150.0	basic	21.0	adadelta	0.05877985337046184	0.0	no	256	0.0	800.0		owa														
0.11987903685952299	0	d50cd48b	0.0.1-dev	fb15k237	True	16	rankbased	True	bceaftersigmoid		hits@10	hole	450.0	basic	41.0	adadelta	0.06438168037676892	0.0	no	256	0.0	900.0		owa														
0.0010623229461756375	92	80fad45a	0.0.1-dev	wn18rr	False	16	rankbased	True	bceaftersigmoid		hits@10	hole	50.0	basic	11.0	adadelta	0.003099579624080898	0.0	no	256	0.0	1000.0		owa		0.002	50.0	2.0										
0.000708215297450425	9	53ad0f27	0.0.1-dev	wn18rr	True	16	rankbased	True	bceaftersigmoid		hits@10	hole	450.0	basic	41.0	adadelta	0.0063804569225802904	0.0	no	256	0.0	1000.0		owa		0.002	50.0	2.0										
0.3537601278101107	9	d50cd48b	0.0.1-dev	fb15k237	False	16	rankbased	True	bceaftersigmoid		hits@10	hole	250.0	basic	31.0	adam	0.0012203695480981086	0.0	no	256	0.0	500.0		owa														
0.3408935296131462	0	d50cd48b	0.0.1-dev	fb15k237	True	16	rankbased	True	bceaftersigmoid		hits@10	hole	250.0	basic	61.0	adam	0.0016893592205209005	0.0	no	256	0.0	800.0		owa														
0.42607412653446647	8	53ad0f27	0.0.1-dev	wn18rr	True	16	rankbased	True	bceaftersigmoid		hits@10	hole	150.0	basic	71.0	adam	0.0011562942359719028	0.0	no	256	0.0	700.0		owa		0.002	50.0	2.0										
0.4206630244165655	20	53ad0f27	0.0.1-dev	wn18rr	False	16	rankbased	True	bceaftersigmoid		hits@10	hole	250.0	basic	71.0	adam	0.0014748865145783206	0.0	no	256	0.0	1000.0		owa		0.002	50.0	2.0										
0.2957320552322264	7	d50cd48b	0.0.1-dev	fb15k237	False	8	rankbased	True	marginranking	1.7214877155255972	hits@10	hole	250.0	basic	31.0	adadelta	0.08445936903400805	0.0	no	256	0.0	700.0		owa														
0.2593289969188634	1	d50cd48b	0.0.1-dev	fb15k237	True	8	rankbased	True	marginranking	2.0786887858891983	hits@10	hole	350.0	basic	46.0	adadelta	0.0214883378043732	0.0	no	256	0.0	700.0		owa														
0.3480169971671388	1	3068d222	0.0.1-dev	wn18rr	True	8	rankbased	True	marginranking	6.839864857691252	hits@10	hole	250.0	basic	1.0	adadelta	0.07368168344666512	0.0	no	256	0.0	700.0		owa		0.002	50.0	2.0	8.0									
0.36063068435962425	87	3068d222	0.0.1-dev	wn18rr	False	8	rankbased	True	marginranking	9.64025746985864	hits@10	hole	350.0	basic	26.0	adadelta	0.0989331671539086	0.0	no	256	0.0	900.0		owa		0.002	50.0	2.0	8.0									
0.3549457034938621	35	53ad0f27	0.0.1-dev	wn18rr	False	32	rankbased	True	marginranking	8.126831216040262	hits@10	hole	450.0	basic	1.0	adadelta	0.08116768543211786	0.0	no	256	0.0	700.0		owa		0.002	50.0	2.0										
0.28700216820723495	0	d50cd48b	0.0.1-dev	fb15k237	True	8	rankbased	True	marginranking	5.024048509991688	hits@10	hole	450.0	basic	16.0	adam	0.0017438812013373546	0.0	no	256	0.0	500.0		owa														
