searcher	dataset	evaluator	loss	model	optimizer	regularizer	training_loop	hits@10	hits@10_std	negative_sampler
random	kinships	rankbased	bceaftersigmoid	simple	adam	no	owa	0.97812	0.00114	basic
random	fb15k237	rankbased	crossentropy	simple	adadelta	no	lcwa	0.09507	0.0	
random	fb15k237	rankbased	crossentropy	simple	adadelta	no	lcwa	0.09326	0.0	
random	kinships	rankbased	crossentropy	simple	adadelta	no	lcwa	0.11068	0.00879	
random	kinships	rankbased	crossentropy	simple	adadelta	no	lcwa	0.1044	0.00284	
random	fb15k237	rankbased	crossentropy	simple	adam	no	lcwa	0.36743	0.0	
random	fb15k237	rankbased	crossentropy	simple	adam	no	lcwa	0.30656	0.0	
random	kinships	rankbased	crossentropy	simple	adam	no	lcwa	0.94879	0.00151	
random	kinships	rankbased	crossentropy	simple	adam	no	lcwa	0.97789	0.00188	
random	fb15k237	rankbased	marginranking	simple	adadelta	no	owa	0.00609	0.0	basic
random	fb15k237	rankbased	marginranking	simple	adadelta	no	owa	0.00504	0.0	basic
random	kinships	rankbased	marginranking	simple	adadelta	no	owa	0.72183	0.01005	basic
random	kinships	rankbased	marginranking	simple	adadelta	no	owa	0.81925	0.01542	basic
random	fb15k237	rankbased	marginranking	simple	adam	no	owa	0.30321	0.0	basic
random	fb15k237	rankbased	marginranking	simple	adam	no	owa	0.21034	0.0	basic
random	kinships	rankbased	marginranking	simple	adam	no	owa	0.93273	0.00478	basic
random	kinships	rankbased	marginranking	simple	adam	no	owa	0.95961	0.00089	basic
random	fb15k237	rankbased	nssa	simple	adadelta	no	owa	0.00062	0.00011	basic
random	fb15k237	rankbased	nssa	simple	adadelta	no	owa	0.00065	6e-05	basic
random	kinships	rankbased	nssa	simple	adadelta	no	owa	0.10079	0.00521	basic
random	kinships	rankbased	nssa	simple	adadelta	no	owa	0.10079	0.0087	basic
random	fb15k237	rankbased	nssa	simple	adam	no	owa	0.27594	0.00393	basic
random	fb15k237	rankbased	nssa	simple	adam	no	owa	0.29728	0.00362	basic
random	kinships	rankbased	nssa	simple	adam	no	owa	0.95694	0.00317	basic
random	kinships	rankbased	nssa	simple	adam	no	owa	0.96148	0.00286	basic
random	fb15k237	rankbased	softplus	simple	adadelta	no	lcwa	0.00068	0.0	
random	fb15k237	rankbased	softplus	simple	adadelta	no	lcwa	0.00064	0.0	
random	kinships	rankbased	softplus	simple	adadelta	no	lcwa	0.10638	0.01245	
random	kinships	rankbased	softplus	simple	adadelta	no	lcwa	0.10184	0.00278	
random	fb15k237	rankbased	softplus	simple	adadelta	no	owa	0.00047	8e-05	basic
random	fb15k237	rankbased	softplus	simple	adadelta	no	owa	0.00068	0.00015	basic
random	kinships	rankbased	softplus	simple	adadelta	no	owa	0.09986	0.01026	basic
random	kinships	rankbased	softplus	simple	adadelta	no	owa	0.10056	0.002	basic
random	fb15k237	rankbased	softplus	simple	adam	no	lcwa	0.31295	0.0	
random	fb15k237	rankbased	softplus	simple	adam	no	lcwa	0.20119	0.0	
random	kinships	rankbased	softplus	simple	adam	no	lcwa	0.87477	0.01141	
random	kinships	rankbased	softplus	simple	adam	no	lcwa	0.94879	0.00539	
random	fb15k237	rankbased	softplus	simple	adam	no	owa	0.29034	0.00196	basic
random	fb15k237	rankbased	softplus	simple	adam	no	owa	0.22568	0.01028	basic
random	kinships	rankbased	softplus	simple	adam	no	owa	0.96997	0.00317	basic
random	kinships	rankbased	softplus	simple	adam	no	owa	0.97463	0.00317	basic
random	fb15k237	rankbased	bceaftersigmoid	transd	adadelta	no	lcwa	0.00524	0.0	
random	fb15k237	rankbased	bceaftersigmoid	transd	adadelta	no	lcwa	0.00514	0.0	
random	kinships	rankbased	bceaftersigmoid	transd	adadelta	no	lcwa	0.1477	0.00701	
random	kinships	rankbased	bceaftersigmoid	transd	adadelta	no	lcwa	0.13047	0.0122	
random	fb15k237	rankbased	bceaftersigmoid	transd	adadelta	no	owa	0.25311	0.0	basic
random	fb15k237	rankbased	bceaftersigmoid	transd	adadelta	no	owa	0.25886	0.0	basic
random	kinships	rankbased	bceaftersigmoid	transd	adadelta	no	owa	0.19309	0.00648	basic
random	kinships	rankbased	bceaftersigmoid	transd	adadelta	no	owa	0.19029	0.00486	basic
random	fb15k237	rankbased	bceaftersigmoid	transd	adam	no	lcwa	0.04032	0.0	
random	fb15k237	rankbased	bceaftersigmoid	transd	adam	no	lcwa	0.02938	0.0	
random	kinships	rankbased	bceaftersigmoid	transd	adam	no	lcwa	0.36103	0.06402	
random	kinships	rankbased	bceaftersigmoid	transd	adam	no	lcwa	0.30459	0.00495	
random	fb15k237	rankbased	bceaftersigmoid	transd	adam	no	owa	0.27807	0.00525	basic
random	fb15k237	rankbased	bceaftersigmoid	transd	adam	no	owa	0.24315	0.00233	basic
random	kinships	rankbased	bceaftersigmoid	transd	adam	no	owa	0.34067	0.01389	basic
random	kinships	rankbased	bceaftersigmoid	transd	adam	no	owa	0.36802	0.00543	basic
random	fb15k237	rankbased	crossentropy	transd	adadelta	no	lcwa	0.13766	0.0	
random	kinships	rankbased	crossentropy	transd	adadelta	no	lcwa	0.27805	0.00231	
random	kinships	rankbased	crossentropy	transd	adadelta	no	lcwa	0.23615	0.00612	
random	fb15k237	rankbased	crossentropy	transd	adam	no	lcwa	0.22309	0.0	
random	fb15k237	rankbased	crossentropy	transd	adam	no	lcwa	0.3391	0.0	
random	kinships	rankbased	crossentropy	transd	adam	no	lcwa	0.46124	0.00835	
random	kinships	rankbased	crossentropy	transd	adam	no	lcwa	0.37663	0.02481	
random	fb15k237	rankbased	marginranking	transd	adadelta	no	owa	0.30429	0.0	basic
random	fb15k237	rankbased	marginranking	transd	adadelta	no	owa	0.33029	0.0	basic
random	kinships	rankbased	marginranking	transd	adadelta	no	owa	0.27002	0.00908	basic
random	kinships	rankbased	marginranking	transd	adadelta	no	owa	0.28049	0.01492	basic
random	fb15k237	rankbased	marginranking	transd	adam	no	owa	0.32951	0.0	basic
random	fb15k237	rankbased	marginranking	transd	adam	no	owa	0.3974	0.0	basic
random	kinships	rankbased	marginranking	transd	adam	no	owa	0.41783	0.01416	basic
random	kinships	rankbased	marginranking	transd	adam	no	owa	0.42446	0.0115	basic
random	fb15k237	rankbased	nssa	transd	adadelta	no	owa	0.11314	0.00871	basic
random	fb15k237	rankbased	nssa	transd	adadelta	no	owa	0.28283	0.00662	basic
random	kinships	rankbased	nssa	transd	adadelta	no	owa	0.27351	0.03261	basic
random	kinships	rankbased	nssa	transd	adadelta	no	owa	0.21345	0.04077	basic
random	fb15k237	rankbased	nssa	transd	adam	no	owa	0.24808	0.00181	basic
random	fb15k237	rankbased	nssa	transd	adam	no	owa	0.24333	0.00368	basic
random	kinships	rankbased	nssa	transd	adam	no	owa	0.34218	0.02434	basic
random	kinships	rankbased	nssa	transd	adam	no	owa	0.33799	0.0328	basic
random	fb15k237	rankbased	softplus	transd	adadelta	no	lcwa	0.00494	0.0	
random	fb15k237	rankbased	softplus	transd	adadelta	no	lcwa	0.00497	0.0	
random	kinships	rankbased	softplus	transd	adadelta	no	lcwa	0.09509	0.00513	
random	kinships	rankbased	softplus	transd	adadelta	no	lcwa	0.12337	0.0061	
random	fb15k237	rankbased	softplus	transd	adadelta	no	owa	0.29702	0.0	basic
random	fb15k237	rankbased	softplus	transd	adadelta	no	owa	0.07462	0.0	basic
random	kinships	rankbased	softplus	transd	adadelta	no	owa	0.14304	0.02048	basic
random	kinships	rankbased	softplus	transd	adadelta	no	owa	0.26397	0.01475	basic
random	fb15k237	rankbased	softplus	transd	adam	no	lcwa	0.01027	0.0	
random	fb15k237	rankbased	softplus	transd	adam	no	lcwa	0.0297	0.0	
random	kinships	rankbased	softplus	transd	adam	no	lcwa	0.3814	0.0246	
random	kinships	rankbased	softplus	transd	adam	no	lcwa	0.26466	0.04038	
random	fb15k237	rankbased	softplus	transd	adam	no	owa	0.28556	0.00527	basic
random	fb15k237	rankbased	softplus	transd	adam	no	owa	0.28152	0.00229	basic
random	kinships	rankbased	softplus	transd	adam	no	owa	0.31518	0.00924	basic
random	kinships	rankbased	softplus	transd	adam	no	owa	0.35649	0.02019	basic
random	fb15k237	rankbased	bceaftersigmoid	transe	adadelta	no	lcwa	0.00509	0.00038	
random	fb15k237	rankbased	bceaftersigmoid	transe	adadelta	no	lcwa	0.0069	0.00116	
random	kinships	rankbased	bceaftersigmoid	transe	adadelta	no	lcwa	0.09649	0.00609	
random	kinships	rankbased	bceaftersigmoid	transe	adadelta	no	lcwa	0.09998	0.00278	
random	fb15k237	rankbased	bceaftersigmoid	transe	adadelta	no	owa	0.24682	0.0	basic
random	fb15k237	rankbased	bceaftersigmoid	transe	adadelta	no	owa	0.27642	0.0	basic
random	kinships	rankbased	bceaftersigmoid	transe	adadelta	no	owa	0.62872	0.00993	basic
random	kinships	rankbased	bceaftersigmoid	transe	adadelta	no	owa	0.13105	0.01107	basic
random	fb15k237	rankbased	bceaftersigmoid	transe	adam	no	lcwa	0.43127	0.00041	
random	fb15k237	rankbased	bceaftersigmoid	transe	adam	no	lcwa	0.38052	0.00476	
random	kinships	rankbased	bceaftersigmoid	transe	adam	no	lcwa	0.67598	0.0059	
random	kinships	rankbased	bceaftersigmoid	transe	adam	no	lcwa	0.63769	0.0062	
random	fb15k237	rankbased	bceaftersigmoid	transe	adam	no	owa	0.29416	0.00111	basic
random	fb15k237	rankbased	bceaftersigmoid	transe	adam	no	owa	0.28586	0.00138	basic
random	kinships	rankbased	bceaftersigmoid	transe	adam	no	owa	0.66352	0.00363	basic
random	kinships	rankbased	bceaftersigmoid	transe	adam	no	owa	0.67935	0.00668	basic
random	fb15k237	rankbased	crossentropy	transe	adadelta	no	lcwa	0.22399	0.0	
random	fb15k237	rankbased	crossentropy	transe	adadelta	no	lcwa	0.42034	0.0	
random	kinships	rankbased	crossentropy	transe	adadelta	no	lcwa	0.78678	0.01309	
random	kinships	rankbased	crossentropy	transe	adadelta	no	lcwa	0.69204	0.00138	
random	fb15k237	rankbased	crossentropy	transe	adam	no	lcwa	0.33188	0.0	
random	fb15k237	rankbased	crossentropy	transe	adam	no	lcwa	0.444	0.0	
random	kinships	rankbased	crossentropy	transe	adam	no	lcwa	0.86348	0.00711	
random	kinships	rankbased	crossentropy	transe	adam	no	lcwa	0.7905	0.00648	
random	fb15k237	rankbased	marginranking	transe	adadelta	no	owa	0.40447	0.00041	basic
random	fb15k237	rankbased	marginranking	transe	adadelta	no	owa	0.421	0.00063	basic
random	kinships	rankbased	marginranking	transe	adadelta	no	owa	0.79062	0.00414	basic
random	kinships	rankbased	marginranking	transe	adadelta	no	owa	0.84602	0.00832	basic
random	fb15k237	rankbased	marginranking	transe	adam	no	owa	0.43927	0.00138	basic
random	fb15k237	rankbased	marginranking	transe	adam	no	owa	0.41387	0.00142	basic
random	kinships	rankbased	marginranking	transe	adam	no	owa	0.85172	0.00333	basic
random	kinships	rankbased	marginranking	transe	adam	no	owa	0.7834	0.00572	basic
random	fb15k237	rankbased	nssa	transe	adadelta	no	owa	0.42613	0.00051	basic
random	fb15k237	rankbased	nssa	transe	adadelta	no	owa	0.3042	0.00129	basic
random	kinships	rankbased	nssa	transe	adadelta	no	owa	0.80959	0.01101	basic
random	kinships	rankbased	nssa	transe	adadelta	no	owa	0.77607	0.00378	basic
random	fb15k237	rankbased	nssa	transe	adam	no	owa	0.40473	0.00419	basic
random	fb15k237	rankbased	nssa	transe	adam	no	owa	0.38505	0.00353	basic
random	kinships	rankbased	nssa	transe	adam	no	owa	0.80959	0.00843	basic
random	kinships	rankbased	nssa	transe	adam	no	owa	0.87756	0.00316	basic
random	fb15k237	rankbased	softplus	transe	adadelta	no	lcwa	0.00513	9e-05	
random	fb15k237	rankbased	softplus	transe	adadelta	no	lcwa	0.0052	0.00016	
random	kinships	rankbased	softplus	transe	adadelta	no	lcwa	0.09858	0.00601	
random	kinships	rankbased	softplus	transe	adadelta	no	lcwa	0.09835	0.00374	
random	fb15k237	rankbased	softplus	transe	adadelta	no	owa	0.25727	0.0	basic
random	fb15k237	rankbased	softplus	transe	adadelta	no	owa	0.2422	0.0	basic
random	kinships	rankbased	softplus	transe	adadelta	no	owa	0.59602	0.01475	basic
random	kinships	rankbased	softplus	transe	adadelta	no	owa	0.1591	0.00777	basic
random	fb15k237	rankbased	softplus	transe	adam	no	lcwa	0.43776	0.00102	
random	fb15k237	rankbased	softplus	transe	adam	no	lcwa	0.41225	0.00057	
random	kinships	rankbased	softplus	transe	adam	no	lcwa	0.63792	0.00673	
random	kinships	rankbased	softplus	transe	adam	no	lcwa	0.6541	0.00529	
random	fb15k237	rankbased	softplus	transe	adam	no	owa	0.33827	0.00125	basic
random	fb15k237	rankbased	softplus	transe	adam	no	owa	0.33371	0.00157	basic
random	kinships	rankbased	softplus	transe	adam	no	owa	0.66376	0.01016	basic
random	kinships	rankbased	softplus	transe	adam	no	owa	0.67249	0.00732	basic
random	kinships	rankbased	bceaftersigmoid	transh	adadelta	transh	lcwa	0.09974	0.00586	
random	kinships	rankbased	bceaftersigmoid	transh	adadelta	transh	lcwa	0.15398	0.01041	
random	kinships	rankbased	bceaftersigmoid	transh	adadelta	transh	owa	0.179	0.00284	basic
random	kinships	rankbased	bceaftersigmoid	transh	adadelta	transh	owa	0.37907	0.01556	basic
random	kinships	rankbased	bceaftersigmoid	transh	adam	transh	lcwa	0.26723	0.00494	
random	kinships	rankbased	bceaftersigmoid	transh	adam	transh	lcwa	0.35533	0.00331	
random	kinships	rankbased	bceaftersigmoid	transh	adam	transh	owa	0.46485	0.03018	basic
random	kinships	rankbased	bceaftersigmoid	transh	adam	transh	owa	0.34171	0.00328	basic
random	kinships	rankbased	crossentropy	transh	adadelta	transh	lcwa	0.17051	0.00508	
random	kinships	rankbased	crossentropy	transh	adadelta	transh	lcwa	0.24069	0.00694	
random	kinships	rankbased	crossentropy	transh	adam	transh	lcwa	0.4581	0.00457	
random	kinships	rankbased	crossentropy	transh	adam	transh	lcwa	0.51152	0.0061	
random	kinships	rankbased	marginranking	transh	adadelta	transh	owa	0.21613	0.00495	basic
random	kinships	rankbased	marginranking	transh	adadelta	transh	owa	0.21206	0.00762	basic
random	kinships	rankbased	marginranking	transh	adam	transh	owa	0.47463	0.00023	basic
random	kinships	rankbased	marginranking	transh	adam	transh	owa	0.47137	0.00447	basic
random	kinships	rankbased	nssa	transh	adadelta	transh	owa	0.20391	0.00513	basic
random	kinships	rankbased	nssa	transh	adadelta	transh	owa	0.20635	0.00184	basic
random	kinships	rankbased	nssa	transh	adam	transh	owa	0.46392	0.01711	basic
random	kinships	rankbased	nssa	transh	adam	transh	owa	0.32577	0.01711	basic
random	kinships	rankbased	softplus	transh	adadelta	transh	lcwa	0.13547	0.00365	
random	kinships	rankbased	softplus	transh	adadelta	transh	lcwa	0.14828	0.00435	
random	kinships	rankbased	softplus	transh	adadelta	transh	owa	0.18599	0.00613	basic
random	kinships	rankbased	softplus	transh	adadelta	transh	owa	0.22742	0.005	basic
random	kinships	rankbased	softplus	transh	adam	transh	lcwa	0.26688	0.00413	
random	kinships	rankbased	softplus	transh	adam	transh	lcwa	0.3551	0.00141	
random	kinships	rankbased	softplus	transh	adam	transh	owa	0.36464	0.07151	basic
random	kinships	rankbased	softplus	transh	adam	transh	owa	0.3253	0.01506	basic
random	kinships	rankbased	bceaftersigmoid	unstructuredmodel	adadelta	no	lcwa	0.09148	0.00706	
random	kinships	rankbased	bceaftersigmoid	unstructuredmodel	adadelta	no	lcwa	0.09439	0.0061	
random	kinships	rankbased	bceaftersigmoid	unstructuredmodel	adadelta	no	owa	0.09544	0.00964	basic
random	kinships	rankbased	bceaftersigmoid	unstructuredmodel	adadelta	no	owa	0.08962	0.00346	basic
random	kinships	rankbased	bceaftersigmoid	unstructuredmodel	adam	no	lcwa	0.10021	0.00676	
random	kinships	rankbased	bceaftersigmoid	unstructuredmodel	adam	no	lcwa	0.09346	0.00658	
random	kinships	rankbased	bceaftersigmoid	unstructuredmodel	adam	no	owa	0.09404	0.00183	basic
random	kinships	rankbased	bceaftersigmoid	unstructuredmodel	adam	no	owa	0.09695	0.00958	basic
random	kinships	rankbased	crossentropy	unstructuredmodel	adadelta	no	lcwa	0.08845	0.00513	
random	kinships	rankbased	crossentropy	unstructuredmodel	adadelta	no	lcwa	0.09288	0.00403	
random	kinships	rankbased	crossentropy	unstructuredmodel	adam	no	lcwa	0.09323	0.00533	
random	kinships	rankbased	crossentropy	unstructuredmodel	adam	no	lcwa	0.10428	0.00507	
random	kinships	rankbased	marginranking	unstructuredmodel	adadelta	no	owa	0.09171	0.00395	basic
random	kinships	rankbased	marginranking	unstructuredmodel	adadelta	no	owa	0.09334	0.00349	basic
random	kinships	rankbased	marginranking	unstructuredmodel	adam	no	owa	0.07065	0.00767	basic
random	kinships	rankbased	marginranking	unstructuredmodel	adam	no	owa	0.06716	0.00462	basic
random	kinships	rankbased	nssa	unstructuredmodel	adadelta	no	owa	0.098	0.00735	basic
random	kinships	rankbased	nssa	unstructuredmodel	adadelta	no	owa	0.08915	0.00847	basic
random	kinships	rankbased	nssa	unstructuredmodel	adam	no	owa	0.08217	0.00689	basic
random	kinships	rankbased	nssa	unstructuredmodel	adam	no	owa	0.09136	0.00335	basic
random	kinships	rankbased	softplus	unstructuredmodel	adadelta	no	lcwa	0.09253	0.01094	
random	kinships	rankbased	softplus	unstructuredmodel	adadelta	no	lcwa	0.09777	0.00835	
random	kinships	rankbased	softplus	unstructuredmodel	adadelta	no	owa	0.09683	0.00206	basic
random	kinships	rankbased	softplus	unstructuredmodel	adadelta	no	owa	0.0923	0.00563	basic
random	kinships	rankbased	softplus	unstructuredmodel	adam	no	lcwa	0.11068	0.00938	
random	kinships	rankbased	softplus	unstructuredmodel	adam	no	lcwa	0.11115	0.00425	
random	kinships	rankbased	softplus	unstructuredmodel	adam	no	owa	0.08368	0.00508	basic
random	kinships	rankbased	softplus	unstructuredmodel	adam	no	owa	0.08659	0.00761	basic
